1,26,6,24
2,27,13,17
3,28,25,5
4,29,14,16
5,30,14,16
6,31,7,23
7,32,6,24
8,33,19,11
9,34,13,17
10,35,17,0
11,36,14,16
12,37,6,24
13,38,16,14
14,39,18,12
15,40,13,17
16,41,13,17
17,42,25,5
18,43,25,4
19,44,18,12
20,45,17,13
21,46,8,22
22,47,19,11
23,48,18,12
24,49,6,24
25,50,7,23
